currentSentence,pred_bert_1760_1900,genre,date,decade,id,pred_bert_1760_1900_human,summary,hybrid_binary,explanation,classification,sentId
"The small child got a coal, and pounded the floor 70 CHRISTIE JOHNSTONE. with it, like a machine incapable of fatigue.","[('child', 0.37), ('man', 0.19), ('creature', 0.07), ('person', 0.04), ('beast', 0.03), ('boy', 0.03), ('dog', 0.03), ('thing', 0.02), ('bird', 0.02), ('baby', 0.01), ('giant', 0.01), ('animal', 0.01), ('body', 0.01), ('horse', 0.01), ('patient', 0.01), ('machine', 0.01), ('bear', 0.01), ('being', 0.0), ('youth', 0.0), ('monkey', 0.0)]",Fiction,1857,1850,12334,"{'child': 0.37, 'man': 0.19, 'creature': 0.07, 'person': 0.04, 'boy': 0.03, 'baby': 0.01, 'giant': 0.01, 'body': 0.01, 'being': 0.0, 'youth': 0.0}","The child's repetitive pounding is compared to a tireless machine, projecting mechanical qualities (endurance, lack of fatigue) onto human behavior, illustrating a hybrid blending of living and mechanical registers.",Yes,"child: subject compared to machine; small: emphasizes innocence contrasted with mechanical endurance; incapable: highlights mechanical trait (no fatigue) applied to child; coal: object used in repetitive human action; a: minor grammatical term, not relevant.",technomorphism,12334
"Out went Jamie 's arms, as if he had been a machine, and she had pulled the right string.","[('man', 0.13), ('child', 0.1), ('boy', 0.07), ('woman', 0.05), ('girl', 0.04), ('baby', 0.04), ('dog', 0.02), ('string', 0.01), ('bird', 0.01), ('lover', 0.01), ('fiddle', 0.01), ('lady', 0.01), ('cat', 0.01), ('mother', 0.01), ('painter', 0.01), ('fool', 0.01), ('witch', 0.01), ('kitten', 0.01), ('thief', 0.01), ('fairy', 0.01)]",Fiction,1857,1850,12335,"{'man': 0.13, 'child': 0.1, 'boy': 0.07, 'woman': 0.05, 'girl': 0.04, 'baby': 0.04, 'lady': 0.01, 'mother': 0.01, 'painter': 0.01, 'fool': 0.01, 'thief': 0.01, 'fairy': 0.01}","Jamie's bodily action is described through a mechanical simile (a machine pulled by a string), blending human and mechanical registers by portraying his physical response as automated and lacking personal agency.",Yes,"{'a': ""part of comparative phrase 'as if...a machine', establishing the simile."", 'he': 'refers to Jamie, the human being described mechanically.', 'right': ""specifies the correct 'string,' reinforcing mechanical precision/control imagery."", 'been': ""part of 'had been a machine,' key to the simile equating Jamie with a machine."", 'arms': 'the body part described as moving mechanically, central to the technomorphic image.', 'string': ""metaphorical mechanism (like a puppet's string) controlling Jamie's motion."", ',': 'structural, no semantic content.', 'out': 'describes the sudden mechanical-like motion of his arms.', 'pulled': 'action verb suggesting external mechanical control, reinforcing the machine metaphor.', 'had': 'auxiliary verb, part of the simile construction.', 'she': ""the agent pulling the 'string,' controlling Jamie like a machine operator.""}",technomorphism,12335
Did he speak so terribly only that he might overawe me — make me his slave — reduce me to the condition of a mere machine in his hands?,"[('tool', 0.73), ('puppet', 0.17), ('child', 0.02), ('instrument', 0.01), ('slave', 0.01), ('cipher', 0.01), ('toy', 0.01), ('servant', 0.01), ('machine', 0.0), ('prisoner', 0.0), ('captive', 0.0), ('creature', 0.0), ('shadow', 0.0), ('worm', 0.0), ('animal', 0.0), ('beast', 0.0), ('tools', 0.0), ('thing', 0.0), ('boy', 0.0), ('infant', 0.0)]",Fiction,1884,1880,12338,"{'puppet': 0.17, 'child': 0.02, 'slave': 0.01, 'servant': 0.01, 'prisoner': 0.0, 'creature': 0.0, 'boy': 0.0, 'infant': 0.0}","The sentence describes fear of being reduced to a 'mere machine,' framing human subjugation in mechanical terms. This is technomorphism, not a hybrid blending—it reinforces the machine/human opposition by treating 'machine' as the negative, soulless extreme.",No,"{'mere': ""Emphasizes reduction/diminishment, framing 'machine' as lesser than human, reinforcing opposition rather than hybridity."", 'a': ""Article specifying 'a mere machine,' part of the technomorphic phrase describing feared dehumanization."", 'in': ""Indicates possession/control ('in his hands'), showing loss of agency, key to technomorphic framing."", 'only': 'Suggests singular purpose behind the domination, intensifying the fear of being mechanized.', 'slave': ""Parallels 'machine,' both denoting loss of will and autonomy under another's control."", 'me': 'The human subject who fears becoming machine-like, central to the technomorphic comparison.', 'terribly': 'Describes the manner of speech causing fear, setting emotional stakes for the feared mechanization.', 'hands': ""Symbolizes external control, reinforcing the human's fear of being manipulated like an object.""}",technomorphism,12338
"It is often more dangerous to stop the fire and impetuosity of soldiers, of whom the best are but machines, and still more of undisciplined men, who do not listen to any orders, than to let them run all risks in order to carry every thing before them.","[('few', 0.23), ('boys', 0.06), ('handful', 0.04), ('half', 0.02), ('indifferent', 0.02), ('children', 0.02), ('officers', 0.02), ('volunteers', 0.02), ('careless', 0.02), ('machines', 0.02), ('small', 0.01), ('ignorant', 0.01), ('soldiers', 0.01), ('troops', 0.01), ('passive', 0.01), ('men', 0.01), ('raw', 0.01), ('weak', 0.01), ('scattered', 0.01), ('slaves', 0.01)]",Non-fiction,1822,1820,4148,"{'boys': 0.06, 'children': 0.02, 'officers': 0.02, 'soldiers': 0.01, 'troops': 0.01, 'men': 0.01, 'slaves': 0.01}","The sentence describes soldiers as 'machines,' projecting mechanical qualities (mere function, lack of independent agency) onto humans, illustrating technomorphism rather than a mutual interpenetration of registers.",No,"'Soldiers,' 'best,' 'are,' 'machines' show humans equated with mechanical objects. 'Undisciplined,' 'men,' 'not,' 'listen,' 'orders' emphasize lack of agency, reinforcing machine-like obedience or its absence, not vitality granted to machines.",technomorphism,4148
"They would grow stupid for want of variety; and as for me, I must be free to pursue some of my own studies, and to read the books necessary to keeping up my own freshness as a teacher, else I shall turn into a mere machine. ""","[('child', 0.11), ('student', 0.1), ('boy', 0.1), ('teacher', 0.04), ('drone', 0.03), ('butterfly', 0.02), ('novice', 0.02), ('pupil', 0.02), ('beast', 0.02), ('scholar', 0.02), ('brute', 0.01), ('fool', 0.01), ('professor', 0.01), ('girl', 0.01), ('servant', 0.01), ('idiot', 0.01), ('animal', 0.01), ('freshman', 0.01), ('worm', 0.01), ('man', 0.01)]",Fiction,1890,1890,4149,"{'child': 0.11, 'student': 0.1, 'boy': 0.1, 'teacher': 0.04, 'novice': 0.02, 'brute': 0.01, 'fool': 0.01, 'girl': 0.01, 'servant': 0.01, 'idiot': 0.01, 'man': 0.01}","The sentence expresses fear of becoming a 'mere machine' through lack of intellectual variety, depicting humans as at risk of mechanization rather than machines as living—this is technomorphic, not a true hybrid blending of both registers.",No,"'Teacher' identifies the human subject at risk of mechanization; 'mere' emphasizes reduction to machine-like status, stripping away vitality; 'stupid' reflects loss of mental vitality/variety, reinforcing the human-to-machine degradation theme.",technomorphism,4149
"From afar came the hum of a threshing machine, winnowing out the fresh corn from the ear.","[('machine', 0.63), ('hand', 0.05), ('mill', 0.04), ('boy', 0.03), ('man', 0.02), ('party', 0.02), ('wheel', 0.01), ('master', 0.01), ('child', 0.01), ('woman', 0.01), ('girl', 0.01), ('wind', 0.01), ('bee', 0.01), ('implement', 0.0), ('team', 0.0), ('crow', 0.0), ('##er', 0.0), ('floor', 0.0), ('##man', 0.0), ('ram', 0.0)]",Fiction,1884,1880,4155,"{'hand': 0.05, 'boy': 0.03, 'man': 0.02, 'master': 0.01, 'child': 0.01, 'woman': 0.01, 'girl': 0.01, '##man': 0.0}","The sentence describes a threshing machine functioning mechanically without attributing feeling, will, or vitality to it, nor describing humans mechanically. It's a neutral, literal depiction of machine operation.",No,"Words like 'hum', 'threshing', 'winnowing' describe the machine's mechanical function literally, not as living or emotional. 'Corn' and 'ear' refer to the crop being processed. No human traits are projected onto the machine, nor are humans described mechanically.",neutral,4155
I could hardly recognize my for - OF THE WORLD. 213 mer self in the slavish broken spirited machine which I now was.,"[('creature', 0.19), ('girl', 0.18), ('man', 0.11), ('woman', 0.09), ('thing', 0.08), ('being', 0.06), ('fellow', 0.04), ('person', 0.03), ('animal', 0.02), ('brute', 0.01), ('spirit', 0.01), ('figure', 0.01), ('boy', 0.01), ('child', 0.01), ('beast', 0.01), ('form', 0.01), ('heart', 0.01), ('##ness', 0.01), ('individual', 0.01), ('one', 0.0)]",Fiction,1860,1860,12347,"{'creature': 0.19, 'girl': 0.18, 'man': 0.11, 'woman': 0.09, 'being': 0.06, 'fellow': 0.04, 'person': 0.03, 'brute': 0.01, 'spirit': 0.01, 'figure': 0.01, 'boy': 0.01, 'child': 0.01, 'heart': 0.01, 'individual': 0.01}","The sentence describes the human self as a 'broken spirited machine,' merging living/emotional identity with mechanical imagery, reflecting a hybrid interpenetration rather than opposition of registers.",Yes,"spirited: emotional/vital quality applied to a machine-self; which: links self to machine metaphor; self: the human identity being described mechanically; in: connects former self to the machine state, showing merging of registers.",technomorphism,12347
"Portable thrashing machines travel the country at this season of the year, and are hired by the day to the farmers.","[('machines', 0.89), ('boys', 0.01), ('horses', 0.01), ('parties', 0.01), ('men', 0.01), ('carts', 0.01), ('##boys', 0.01), ('gangs', 0.0), ('mills', 0.0), ('##ers', 0.0), ('girls', 0.0), ('rams', 0.0), ('machine', 0.0), ('houses', 0.0), ('children', 0.0), ('dogs', 0.0), ('establishments', 0.0), ('boats', 0.0), ('boxes', 0.0), ('##men', 0.0)]",Non-fiction,1851,1850,4171,"{'boys': 0.01, 'men': 0.01, 'girls': 0.0, 'children': 0.0, '##men': 0.0}","The sentence describes machines as traveling and being hired, giving them slight agency-like qualities, but overall the description remains largely functional and literal rather than deeply emotional or vital.",Yes,"'travel' attributes movement/agency typically associated with living beings to machines; 'hired' implies a transactional, almost worker-like role. 'thrashing', 'farmers', 'country', 'season' provide context but are neutral; 'are', 'at', 'to', 'the', 'and', '.' are grammatical and not directly relevant.",anthropomorphism,4171
"So I continued to click, click, click, like a machine that I was, and to listen as little as possible to the calcu lated odds upon King Arthur for the Ascot Cup, till I was tired of the subject.","[('fool', 0.19), ('rebel', 0.03), ('child', 0.03), ('bird', 0.03), ('thief', 0.03), ('man', 0.03), ('baby', 0.03), ('worm', 0.02), ('beast', 0.02), ('dog', 0.02), ('prisoner', 0.02), ('brute', 0.02), ('pig', 0.02), ('coward', 0.01), ('machine', 0.01), ('boy', 0.01), ('snake', 0.01), ('demon', 0.01), ('cat', 0.01), ('rogue', 0.01)]",Fiction,1897,1890,12363,"{'fool': 0.19, 'child': 0.03, 'thief': 0.03, 'man': 0.03, 'baby': 0.03, 'prisoner': 0.02, 'brute': 0.02, 'coward': 0.01, 'boy': 0.01, 'demon': 0.01}","The narrator describes themselves as clicking 'like a machine,' projecting mechanical repetition and lack of agency onto a human, exemplifying technomorphism rather than a mutual blending of both registers.",No,"'Like' signals simile comparing human to machine; 'a machine that I was' directly equates the narrator's action with mechanical repetition, showing technomorphic framing rather than hybrid interpenetration. 'Little', 'subject', 'cup' are contextual, not relevant to the mechanical/human framing.",technomorphism,12363
""" I have left my machine here, "" I went on in a cold clear voice, "" and I am going in. .. to redeem it.","[('money', 0.23), ('property', 0.07), ('child', 0.05), ('treasure', 0.04), ('mark', 0.04), ('life', 0.04), ('ring', 0.03), ('honour', 0.02), ('cross', 0.02), ('bible', 0.02), ('gold', 0.02), ('body', 0.02), ('soul', 0.02), ('place', 0.02), ('book', 0.01), ('inheritance', 0.01), ('heritage', 0.01), ('face', 0.01), ('sword', 0.01), ('name', 0.01)]",Fiction,1897,1890,12367,"{'child': 0.05, 'life': 0.04, 'body': 0.02, 'soul': 0.02, 'face': 0.01}","The sentence describes a person's cold, deliberate speech about retrieving a machine, but does not attribute human feeling to the machine or mechanical traits to the person, so no hybrid blending occurs.",No,"{'my': 'Refers to possession of the machine, no hybridization implied.', 'here': 'Locational reference, neutral.', 'on': ""Part of phrasal verb 'went on', neutral."", 'in': 'Indicates direction/action, neutral.', 'left': 'Describes leaving the machine, factual not emotional.', 'redeem': 'Implies reclaiming, not emotional or living quality of machine.', 'went': 'Part of narrative action, neutral.', ',': 'Punctuation, no semantic content.', 'voice': 'Describes human speech quality, not transferred to machine.', 'have': 'Auxiliary verb, neutral.', 'cold': 'Describes tone of human voice, showing human emotion, not mechanical transfer.', 'clear': 'Describes voice clarity, human trait.', 'to': 'Grammatical connector, neutral.', 'going': 'Describes human action, neutral.', 'it': 'Refers to the machine, but as object, not personified.', '.': 'Punctuation, no semantic content.', 'and': 'Conjunction, neutral.', 'am': 'Auxiliary verb, neutral.', 'a': 'Article, neutral.', '""': 'Quotation marks, neutral.'}",neutral,12367
"As long as she was permitted to go on copying like a machine, Elsie was perfectly happy : a doubt or a query seemed ( as she said ) to comb her brain; she lost heart before an alternative.","[('child', 0.11), ('needle', 0.07), ('cat', 0.06), ('bird', 0.05), ('bee', 0.05), ('squirrel', 0.05), ('butterfly', 0.04), ('parrot', 0.04), ('woman', 0.04), ('machine', 0.04), ('pen', 0.03), ('mouse', 0.02), ('spider', 0.02), ('girl', 0.02), ('drone', 0.02), ('monkey', 0.01), ('man', 0.01), ('nun', 0.01), ('slave', 0.01), ('snail', 0.01)]",Fiction,1897,1890,12370,"{'child': 0.11, 'woman': 0.04, 'girl': 0.02, 'man': 0.01, 'slave': 0.01}","Elsie is likened to a machine for mechanical copying, yet her mental/emotional experience (doubt combing her brain, losing heart) is vividly human, blending mechanical and emotional registers.",Yes,"{'a': 'not relevant, generic article', 'doubt': 'represents human emotional/cognitive experience contrasted with mechanical copying', 'like': ""used in simile 'like a machine', key to technomorphic comparison"", 'copying': 'mechanical, repetitive action likened to machine work', 'on': 'not relevant, function word', 'query': ""cognitive/emotional disturbance described almost physically ('comb her brain')"", 'permitted': 'implies lack of agency, technomorphic tone', 'happy': 'emotional state tied paradoxically to mechanical repetition', 'brain': ""human organ described as being acted upon like a mechanical object ('comb')"", 'heart': 'emotional term showing human vulnerability amid mechanical framing', 'before': 'not relevant, function word', 'alternative': 'relates to decision-making, human cognitive trait undermined by machine-like repetition', 'seemed': 'marks subjective/emotional interpretation of mechanical sensation', 'elsie': 'the human subject whose mind is described in mechanical terms'}",technomorphism,12370
"All the energies of the household are directed to getting in the harvest; for girls as well as boys can assist in the "" stouping, "" i.e. , following the binder, AUTUMN. 135 and propping up the sheaves, as they are thrown out by the machine already tied up.","[('boys', 0.59), ('hands', 0.11), ('children', 0.05), ('men', 0.04), ('lads', 0.03), ('girls', 0.03), ('reapers', 0.01), ('persons', 0.01), ('labourers', 0.01), ('boy', 0.01), ('women', 0.01), ('people', 0.01), ('hand', 0.01), ('parties', 0.01), ('horses', 0.01), ('lad', 0.0), ('youths', 0.0), ('animals', 0.0), ('party', 0.0), ('others', 0.0)]",Non-fiction,1894,1890,4184,"{'boys': 0.59, 'hands': 0.11, 'children': 0.05, 'men': 0.04, 'lads': 0.03, 'girls': 0.03, 'reapers': 0.01, 'persons': 0.01, 'labourers': 0.01, 'boy': 0.01, 'women': 0.01, 'people': 0.01, 'hand': 0.01, 'lad': 0.0, 'youths': 0.0, 'others': 0.0}","The sentence describes a machine tying sheaves as a functional, mechanical process without emotional or vital qualities, while humans are described in ordinary, non-mechanical terms. No hybridity is present.",No,"'Energies' refers to human effort, not machine vitality; 'the' is neutral; 'girls' are described performing tasks without mechanical framing, indicating no anthropomorphism or technomorphism.",neutral,4184
