summary,hybrid_binary,explanation,classification,sentId
"The sentence describes machines being paraded and housed, but treats them as inert objects with no vitality or feeling. No mechanical/living interpenetration occurs; humans remain human and machines remain mere equipment.",No,"boys, ladies: human actors described normally, no mechanical framing. housing: refers neutrally to storing machines, not imbuing them with life. the, ,: purely grammatical, no relevance to hybridity.",neutral,13157
"The sentence describes a mechanical action (arresting/stopping a machine) to prevent physical harm, but attributes no feeling, will, or vitality to the machine itself, nor does it describe the human in mechanical terms.",No,"the: neutral article; hand: human body part, no mechanical framing; he: human agent acting deliberately; arrest: mechanical action (stopping machine), functional not emotional; ,: punctuation, irrelevant; she: human agent, described normally; that: connective, no bearing on register.",neutral,13187
"The sentence describes a human being reduced to a mechanical device, driven by self-interest like a spring mechanism. This is technomorphism, not a hybrid blending—it casts the human as machine-like in a negative, reductive sense.",No,‘mere’ and ‘machine’ signal reduction of person to mechanism; ‘moving spring’ mechanizes motivation; ‘self interest’ is the human trait recast as mechanical drive; ‘he’ is the human subject being technomorphized; ‘turned into’ marks transformation into machine-like state.,technomorphism,13189
"The sentence contrasts human intellectual development with machine development, describing machines as having 'development... in store,' subtly attributing growth/agency to machines, suggesting a hybrid framing rather than strict opposition.",Yes,"‘Store’ implies machines possess a future development or potential akin to living growth, an anthropomorphic nuance. ‘The’ and ‘.’ are grammatical markers with no thematic relevance to the man/machine contrast.",anthropomorphism,5006
"The sentence uses technomorphism by describing pupils as 'gabbling and simultaneous shouting machines,' blending human behavior with mechanical imagery, fulfilling the hybrid criterion of interpenetration between living and mechanical registers.",Yes,"'pupils' are humans described as 'machines' via 'gabbling' and 'simultaneous shouting,' merging human noise-making with mechanical repetition. 'director' implies control over these machine-like students. 'outlay' and 'things' are neutral, unrelated to the metaphor.",technomorphism,13200
"Living creatures ('courtiers of the great day star') are compared to sewing machines stopping, blending organic sound with mechanical imagery, reflecting a hybrid understanding where living and mechanical registers merge.",Yes,"{'sewing': 'key machine reference used to describe living sound, central to technomorphic comparison', 'day': ""part of 'day star' epithet for sun, sets natural/living context"", 'roomful': 'quantifies the machines, reinforcing mechanical simile', 'these': 'refers to living courtiers being compared to machines', '.': 'not relevant', 'great': ""modifies 'day star', part of natural imagery"", 'star': 'refers to the sun, natural entity contrasted with mechanical simile', 'were': 'linking verb, not directly relevant', 'a': 'grammatical article, not relevant', 'courtiers': 'the living beings (likely insects/birds) being technomorphized', 'stopping': 'action equated between living silence and machine cessation', 'that': 'connects the simile structure, relevant to comparison'}",technomorphism,13207
"The sentence describes a woman being expected to 'wear like a machine,' projecting mechanical endurance and lack of agency onto a human, reflecting technomorphism—a hybrid blending of human and mechanical registers.",Yes,"The words 'servant' and 'free' emphasize human social roles being compared to mechanical function ('wear like a machine'), showing interpenetration of human and mechanical registers. 'a' and '.' are grammatical and not directly relevant.",technomorphism,13208
"The sentence frames machines as powerful entities capable of subjugating humans, implying agency and dominance typically attributed to living beings, thus blending mechanical and living registers.",Yes,"Words like 'bondage' and 'machines' suggest a power dynamic where machines exert control, implying life-like agency. 'Men' and 'living' emphasize human subjugation, reinforcing the hybridity of mechanical and living registers.",anthropomorphism,5020
"The sentence attributes 'future vitality' to machines, describing them as beings in 'infancy' capable of developing agency, while humans are framed as lacking origination of mechanical energy—blending living and mechanical registers.",Yes,"'beings' refers to humans described via mechanical incapacity; 'they' refers to machines granted vitality/infancy; 'themselves' emphasizes human lack of mechanical originative power; 'that', 'who', 'of', 'the', '?' are structural, no independent semantic weight.",anthropomorphism,5024
"The sentence is a neutral factual list of occupations and crafts; it contains no vitality, feeling, or agency projected onto machines, nor mechanical qualities projected onto humans.",No,"Words like 'hand, sewing, clock, instrument, spinning, metal, weaving, paper' simply name trades or materials; none imply emotional or living qualities in machines or mechanical traits in humans. 'And' and ',' are purely structural connectors.",neutral,13218
"The sentence contrasts 'men and women' with 'human machines,' warning against humans becoming mechanical through poor education. This opposes living humanity to mechanized existence, rather than blending the two registers.",No,"‘human’ and ‘machines’ are juxtaposed as opposites; ‘men’ and ‘women’ represent the living ideal threatened by mechanization; ‘dangers’ signals risk of losing vitality to mechanical existence, reinforcing opposition, not interpenetration.",technomorphism,13219
